Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2010","2010","kg","0.44","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2013","2013","kg","0.44","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2017","2017","kg","0.45","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2547","Peas","2021","2021","kg","0.35","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2010","2010","kg","5.25","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2013","2013","kg","5.35","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2017","2017","kg","5.29","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2549","Pulses, Other and products","2021","2021","kg","4.51","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2551","Nuts and products","2010","2010","kg","2.14","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2551","Nuts and products","2013","2013","kg","2.24","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2551","Nuts and products","2017","2017","kg","2.38","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2551","Nuts and products","2021","2021","kg","2.28","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2555","Soyabeans","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2555","Soyabeans","2013","2013","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2555","Soyabeans","2017","2017","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2555","Soyabeans","2021","2021","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2552","Groundnuts","2010","2010","kg","1.38","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2552","Groundnuts","2013","2013","kg","0.93","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2552","Groundnuts","2017","2017","kg","0.41","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2552","Groundnuts","2021","2021","kg","0.27","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2558","Rape and Mustardseed","2010","2010","kg","0.12","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2558","Rape and Mustardseed","2013","2013","kg","0.09","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2558","Rape and Mustardseed","2017","2017","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2558","Rape and Mustardseed","2021","2021","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2560","Coconuts - Incl Copra","2010","2010","kg","0.31","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2560","Coconuts - Incl Copra","2013","2013","kg","0.14","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2560","Coconuts - Incl Copra","2017","2017","kg","0.14","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2560","Coconuts - Incl Copra","2021","2021","kg","0.08","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2561","Sesame seed","2010","2010","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2561","Sesame seed","2013","2013","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2561","Sesame seed","2017","2017","kg","0.11","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2561","Sesame seed","2021","2021","kg","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2563","Olives (including preserved)","2010","2010","kg","3.11","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2563","Olives (including preserved)","2013","2013","kg","3.15","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2563","Olives (including preserved)","2017","2017","kg","3.21","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2563","Olives (including preserved)","2021","2021","kg","4.68","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2570","Oilcrops, Other","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2570","Oilcrops, Other","2013","2013","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2570","Oilcrops, Other","2017","2017","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2570","Oilcrops, Other","2021","2021","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2571","Soyabean Oil","2010","2010","kg","11.33","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2571","Soyabean Oil","2013","2013","kg","14.06","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2571","Soyabean Oil","2017","2017","kg","15.21","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2571","Soyabean Oil","2021","2021","kg","15.26","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2572","Groundnut Oil","2010","2010","kg","0.48","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2572","Groundnut Oil","2013","2013","kg","0.49","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2572","Groundnut Oil","2017","2017","kg","0.5","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2572","Groundnut Oil","2021","2021","kg","0.67","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2573","Sunflowerseed Oil","2010","2010","kg","2.23","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2573","Sunflowerseed Oil","2013","2013","kg","3.2","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2573","Sunflowerseed Oil","2017","2017","kg","2.3","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2573","Sunflowerseed Oil","2021","2021","kg","0.74","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2574","Rape and Mustard Oil","2010","2010","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2574","Rape and Mustard Oil","2013","2013","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2574","Rape and Mustard Oil","2017","2017","kg","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2574","Rape and Mustard Oil","2021","2021","kg","0.28","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2577","Palm Oil","2010","2010","kg","0.36","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2577","Palm Oil","2013","2013","kg","0.37","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2577","Palm Oil","2017","2017","kg","0.37","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2577","Palm Oil","2021","2021","kg","0.39","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2578","Coconut Oil","2010","2010","kg","0.09","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2578","Coconut Oil","2013","2013","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2578","Coconut Oil","2017","2017","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2578","Coconut Oil","2021","2021","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2579","Sesameseed Oil","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2579","Sesameseed Oil","2013","2013","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2579","Sesameseed Oil","2017","2017","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2579","Sesameseed Oil","2021","2021","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2010","2010","kg","1.71","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2013","2013","kg","1.72","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2017","2017","kg","1.89","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2021","2021","kg","2.73","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2582","Maize Germ Oil","2010","2010","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2582","Maize Germ Oil","2013","2013","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2582","Maize Germ Oil","2017","2017","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2582","Maize Germ Oil","2021","2021","kg","0.01","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2586","Oilcrops Oil, Other","2010","2010","kg","2.03","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2586","Oilcrops Oil, Other","2013","2013","kg","2.57","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2586","Oilcrops Oil, Other","2017","2017","kg","2.51","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2586","Oilcrops Oil, Other","2021","2021","kg","2.24","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2601","Tomatoes and products","2010","2010","kg","22.35","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2601","Tomatoes and products","2013","2013","kg","28.14","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2601","Tomatoes and products","2017","2017","kg","30.55","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2601","Tomatoes and products","2021","2021","kg","36.44","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2602","Onions","2010","2010","kg","25.59","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2602","Onions","2013","2013","kg","32.78","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2602","Onions","2017","2017","kg","31.64","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2602","Onions","2021","2021","kg","35.48","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2605","Vegetables, other","2010","2010","kg","96.57","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2605","Vegetables, other","2013","2013","kg","113.06","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2605","Vegetables, other","2017","2017","kg","120.84","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2605","Vegetables, other","2021","2021","kg","132.94","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2611","Oranges, Mandarines","2010","2010","kg","19.54","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2611","Oranges, Mandarines","2013","2013","kg","27.91","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2611","Oranges, Mandarines","2017","2017","kg","28.36","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2611","Oranges, Mandarines","2021","2021","kg","30.25","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2612","Lemons, Limes and products","2010","2010","kg","1.37","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2612","Lemons, Limes and products","2013","2013","kg","2.01","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2612","Lemons, Limes and products","2017","2017","kg","1.73","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2612","Lemons, Limes and products","2021","2021","kg","1.76","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2613","Grapefruit and products","2010","2010","kg","0.05","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2613","Grapefruit and products","2013","2013","kg","0.06","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2613","Grapefruit and products","2017","2017","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2613","Grapefruit and products","2021","2021","kg","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2614","Citrus, Other","2010","2010","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2614","Citrus, Other","2013","2013","kg","0.08","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2614","Citrus, Other","2017","2017","kg","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2614","Citrus, Other","2021","2021","kg","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2615","Bananas","2010","2010","kg","1.46","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2615","Bananas","2013","2013","kg","6.5","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2615","Bananas","2017","2017","kg","2.1","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2615","Bananas","2021","2021","kg","4.11","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2616","Plantains","2010","2010","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","012","Algeria","645","Food supply quantity (kg/capita/yr)","S2616","Plantains","2013","2013","kg","0","E","Estimated value"
